,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list
797,"Maybe, Maybe Not",,,,2019-03-12,2019-05-07,Tuesday,2019,8,75.0,"A girl who can read minds has always been an outsider at her university due to her sensitivity to what other people think of her. Suddenly, she meets a senior classmate, and to her surprise, she can't read his mind. As they begin spending time together, they start falling in love.(Source: MyDramaList) ","['Kim Kang Min', 'Gong Yoo Rim']"
798,He Is Psychometric,tvN,['Kim Byung Soo'],['Yang Jin Ah'],2019-03-11,2019-04-30,"Monday, Tuesday",2019,16,240.0,"After losing his parents in a fire, Lee Ahn acquires the power of psychometry, the ability to read a person or an object's past through physical contact, and he decides to use it to take bad people down. While he does not know how to control his power yet, he meets Yoon Jae In who tries her best to hide her painful secrets. Together with his foster guardian, prosecutor Kang Seong Mo, and the latter's colleague, investigator Eun Ji Soo, they team up to solve an elusive case that has been haunting the lives of Ahn, Sung Mo, and Jae In. The case revolves around the life of prosecutor Kang's mother and father, who were the main cause of the fire. Jae In and Lee Ahn heal each other through their past present and future and find the culprit.(Source: Wikipedia)","['Shin Ye Eun', 'Kim Da Som', 'Park Jin Young', 'Kim Kwon']"
799,Just One Bite Season 2,Naver TV Cast vLive,['Baek Min Hee'],['Bang Yoo Jung'],"Mar  8, 2019","Mar  8, 2019",Friday,2019,10,90.0,The sweet and bitter love stories of three women.(Source: Playlist Global) ,"['Seo Hye Won', 'Park Seo Ham', 'Lee Shin Young', 'Jo Hye Joo', 'Kim Ji In', 'Park Sun Jae']"
800,Big Issue,SBS,"['Park Soo Jin', 'Lee Dong Hun']",['Jang Hyuk Rin'],2019-03-06,2019-05-02,"Wednesday, Thursday",2019,32,66.0,"Set within the frenzy world of the paparazzi media. Due to a photograph, Han Seok Joo loses everything, including his job as a photographer for a top newspaper and his family. Ji Soo Hyun is the notorious chief editor of a paparazzi group. She hires the man to become a paparazzi photographer.(Source: AsianWiki) ","['Joo Jin Mo', 'Shin So Yool', 'Han Ye Seul', 'Kim Hee Won']"
801,Possessed,Netflix OCN,['Choi Do Hoon'],['Park Hee Gang'],2019-03-06,2019-04-25,"Wednesday, Thursday",2019,16,244.0,"Kang Pil Sung works as a detective. His instincts as a detective are excellent and he is foul-mouthed. He is both lazy and rough, but he is also soft hearted.Hong Seo Jung has excellent psychic mediumship, but she tries to hide her ability. This causes her to keep a distance from other people and she lives a lonely life.While Kang Pil Sung investigates a case, he happens to meet Hong Seo Jung. He thinks that she is different from others and takes an interest in her. They begin to solve cases together using their special abilities.","['Song Sae Byuk', 'Go Joon Hee']"
802,Can Love Be Refunded,Naver TV Cast vLive,,,2019-02-25,2019-04-02,"Monday, Tuesday",2019,12,40.0,A romantic comedy about a young woman who is full of justice and a young man who has no passion for life. ,"['Ryu Eui Hyun', 'Shin Hye Jung', 'Nam Kyung', 'Joo Won Tak']"
803,Love in Sadness,MBC,['Choi Yi Sup'],['Song Jung Rim'],2019-02-23,2019-04-27,Saturday,2019,40,45.0,"“Love in Sadness” is a love story that encapsulates the mythical-like fate of love that is so coveted that it ignores all bounds. In it, love outweighs what the world thinks, ignores the pain and anguish with it, and pursues its destiny. In the drama, Ma Ri is a beautiful girl, married into wealth with a seemingly perfect life. Ironically, her husband, In Wook, who looks like a more than ideal husband, is an obsessive lunatic who is also violently abusive. When he pushes her too far, she reaches out for help from Jung Won, an honest, smart, handsome plastic surgeon. And when he agrees to help her escape from her husband's hands, they fall in love. But In Wook, who is consumed by his obsession for her, isn't going to let her get away from his grasp. Watch as these two characters struggle to stay on their arduous road to love.(Source: Viki)","['Ryu Soo Young', 'Wang Bit Na', 'Ji Hyun Woo', 'Park Han Byul']"
804,"Remember, Hari 2",Tooniverse,['Ko Bong Soo'],,2019-02-15,2019-04-05,Friday,2019,8,120.0,"Ha Ri goes to a forest house to hang out with her friends. Ha Ri then meets a tarot card reader who  says she's fated to end up with a one-sided love. Plus, who's that mysterious girl calling Kang Lim ""oppa""? ","['Park Ji Ye', 'Lee Hyun Jun']"
805,Office Watch Season 3,Naver TV Cast vLive,,,2019-02-15,2019-04-03,"Friday, Wednesday",2019,14,47.0,"The office story of WHYNOT Communications' advertisement planning team, who doesn't do what the company tells them to do, but they're more interested in rumors than work and love rather than promotion. ","['Baek Soo Hee', 'Seo Dong Oh', 'Byeon Woo Seok', 'Jin So Yeon', 'Cho So Bin', 'Han Seo Jin']"
806,The Fiery Priest,SBS,['Lee Myung Woo'],['Park Jae Bum'],2019-02-15,2019-04-20,"Friday, Saturday",2019,40,52.0,"Kim Hae Il is a Catholic priest. He makes spiteful remarks, and he can be rude to others. Koo Dae Young is a detective. He talks a lot, and he is also timid. Park Kyung Sun is a prosecutor. She is smart and beautiful. She is also ambitious as a prosecutor and good at her job.The three of them team up and work together to solve a murder case involving a senior Catholic priest.(Source: AsianWiki)","['Kim Sung Kyun', 'Kim Nam Gil', 'Geum Sae Rok', 'Lee Ha Nee', 'Go Jun']"
807,About Youth,,,,2019-02-14,2019-04-04,Thursday,2019,8,68.0,,"['Son Woo Hyun', 'Kim Young Dae', 'Cha Bo Sung']"
808,"I Hate You, Juliet!",Oksusu Viki,['Kim Jung Kwon'],,2019-02-14,2019-05-01,Wednesday,2019,18,60.0,"After an electric shock, a top celebrity is suddenly able to hear a script writer's thoughts. Knowing her true thoughts and feelings, he finds himself falling madly in love with her! But when he loses his ability to read her mind, would he still be able to win her heart?(Source: Viki) ","['Choi Woong', 'Jung Hye Sung', 'Lee Hong Ki', 'Moon Soo Bin']"
809,The Light in Your Eyes,jTBC Viki,['Kim Seok Yoon'],"['Kim Soo Jin', 'Lee Nam Gyu']",2019-02-11,2019-03-19,"Monday, Tuesday",2019,12,300.0,"In order to save her father from an accident, 25-year-old Kim Hye Ja uses a mysterious watch to rewind time in an attempt to prevent the accident, but fails. Desperate, she ends up rewinding the watch too many times and accidentally ages herself, becoming a 70 year old.Confused and oblivious as to how she ended up like this, she sets out on a journey to put everything back on track. Along the way, she encounters her family and friends who no longer recognize her, including Lee Joon Ha, a young man she loved, who yearns for her while struggling with his life. When 70 year old Kim Hye Ja and the young Lee Joon Ha come together to form an unlikely bond, a devastating and life-turning truth is revealed, the crux of all the time she lost.(Source: Nauriya at MyDramaList)","['Han Ji Min', 'Nam Joo Hyuk', 'Kim Hye Ja']"
810,Item,MBC,['Kim Sung Wook'],['Jung Yi Do'],2019-02-11,2019-04-02,"Monday, Tuesday",2019,32,66.0,"A profiler and a prosecutor must uncover the hidden secrets surrounding unique items with supernatural powers and a conspiracy. Kang Gon is a prosecutor full of justice and a warm heart. In order to save his niece Da In, he jumps into a conspiracy surrounding an item having supernatural powers. Kang Gon works with a criminal profiler Shin So Yeong.(Source: Asianwiki)~~ Adapted from the webtoon written by Min Hyung and illustrated by Kim Joon Suk.","['Kim Yoo Ri', 'Kim Kang Woo', 'Joo Ji Hoon', 'Jin Se Yeon']"
811,Haechi,SBS,['Lee Yong Seok'],['Kim Yi Young'],2019-02-11,2019-04-30,"Monday, Tuesday",2019,48,38.0,"Set during the Joseon Dynasty period, four people from different walks of life come together to make Prince Lee Geum the King and reform the Saheonbu. The four people are Lee Geum, Yeo Ji, Park Moon Soo, and Dal Moon.Lee Geum is a prince, but, even though he is smart, he is not recognized as a prince due to his mother being born in the lowest class.Yeo Ji is damo at the Saheonbu. She investigates cases enthusiastically. She has a talent for martial arts and foreign languages. Yeo Ji is the best investigator at the Saheonbu, including the male investigators. Park Moon Soo has been preparing for his exam to become a public officer. He is not very smart and has difficulty with the exam, but he is honest and tender to other people. Dal Moon is a famous clown. He is good at martial arts.","['Jung Moon Sung', 'Park Hoon', 'Kwon Yool', 'Jung Il Woo', 'Lee Kyung Young', 'Go Ah Ra']"
812,Snow Blossom,,,,2019-02-09,2019-03-16,Saturday,2019,6,70.0,"Following the events in 'Autumn Blossom', six men and women meet again in their twenties. ","['Chu Yi Hwa', 'Siyoon']"
813,Ugly Miss Young Ae Season 17,tvN,,"['Baek Ji Hyun', 'Han Sul Hee']",2019-02-08,2019-04-26,Friday,2019,12,300.0,"The seventeenth season of the realistic drama about the thrills and sadness of working women in their 30s, centered around a single woman named Lee Young Ae.(Source: HanCinema) ","['Lee Seung Joon', 'Kim Hyun Sook']"
814,Legal High,jTBC Viki,['Kim Jung Hyun'],['Park Sung Jin'],2019-02-08,2019-03-30,"Friday, Saturday",2019,16,244.0,"Go Tae Rim is a lawyer. He is arrogant and makes biting remarks, but he has a 100% winning rate. He can't even imagine ever losing a case and winning cases is the most important thing to him. His attorney's fee is obscenely high. Meanwhile, Seo Jae In is a gung-ho rookie lawyer. She wants to help clients trapped in unfair situations. Seo Jae In realizes that lawyers who do not win cases are useless and she decides to work with Go Tae Rim.(Source: AsianWiki)","['Yoon Park', 'Chae Jung An', 'Jin Goo', 'Seo Eun Soo', 'Jung Sang Hoon']"
815,Touch Your Heart,tvN,['Park Joon Hwa'],"['Choi Bo Rim', 'Lee Myung Sook']",2019-02-06,2019-03-28,"Wednesday, Thursday",2019,16,262.0,"Oh Yoon Seo is a popular actress. She is famous for her beautiful appearance, but her acting is bad. She gets involved in a scandal with the son from a chaebol family. Her acting career declines precipitously.Oh Yoon Seo hears that a famous screenwriter wants her to play the lead female role for a drama series. The character works as a secretary for a lawyer. To gain experience for the role, Oh Yoon Seo is required to work as a lawyer's secretary for a few months. Meanwhile, Kwon Jung Rok is an attorney for a law firm. He is arrogant and cold-hearted. One day, his boss asks Kwon Jung Rok to let actress Oh Yoon Seo work as his secretary for 3 months. He is not happy about the situation, but he has to accept.(Source: AsianWiki)~~ Adapted from the web novel “Jinsimi Dadda” by Yegeo.","['Lee Dong Wook', 'Yoo In Na', 'Lee Sang Woo', 'Son Sung Yoon']"
816,Fancafe,,,,2019-02-04,2019-02-12,,2019,7,86.0,"When a fangirl meets a barista who looks exactly like her favorite celebrity, she begins working at the cafe to try & get close to him–but is her bias’s doppelganger really the love for her, or could it be the guy she least expected? ",
817,It's Okay to Be Sensitive Season 2,Naver TV Cast vLive,,['Choi Sun Mi'],2019-02-01,2019-03-05,"Tuesday, Friday",2019,10,84.0,The story revolves around 3 new interns in the Sengse Group's marketing department and the challenges they face related to gender discrimination both in and out of the office. This is the second season of a web series that brings awareness to gender issues. ,"['Lee Shin Young', 'Yoo Hye In', 'Jung Hye Rin', 'Kim Min Seo']"
818,Tower of Babel,TV Chosun Viki,['Yoon Sung Shik'],['Kwon Soon Won'],2019-01-27,2019-03-24,"Saturday, Sunday",2019,16,225.0,"Cha Woo Hyuk is a prosecutor who started out as a newspaper reporter, whose personality is described as fiery and hot-tempered. He grew up having a comfortable life, but one day his family is shattered when his father dies in an accident whose cause is unclear, and his mother takes her own life. When he finds out that his father’s bankruptcy and death are connected to a conglomerate, he begins his mission to uncover the truth and get revenge.Cha Woo Hyuk meets married actress Han Jung Won and falls in love with her. Her husband is the son of a chaebol family. Cha Woo Hyuk then faces Han Jung Won as a prosecutor. She is suspected of the murder of her husband.(Source: AsianWiki)","['Jang Hee Jin', 'Park Shi Hoo']"
819,Romance Is a Bonus Book,Netflix tvN,['Lee Jeong Hyo'],['Jung Hyun Jung'],2019-01-26,2019-03-17,"Saturday, Sunday",2019,16,232.0,"Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company.  He has a calm demeanor and remains reasonable at work.  He then becomes involved in the life of his childhood friend, Kang Dan Yi who was once a popular copywriter. She is now divorced, a single mother, unemployed and struggling in life though still attempts to find a job, but even with her once good career, she cannot. However, in a desperate attempt to find a job, she lies about her background and begins to work as a temporary worker in the same building under none other than Cha Eun Ho. As they become involved in each other’s life more than often, a love story begins to unfold.(Source: AJ at MyDramaList)","['Lee Na Young', 'Jung Eugene', 'Wi Ha Joon', 'Lee Jong Suk']"
