eng_title,kor_title,genre,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,synopsis,actor_list,Video Count,Total Views,cond,blog_cnt,after_two_months
A Piece of Your Mind,반의 반,"['Romance', 'Life', 'Drama', 'Melodrama']",tvN,['Lee Sang Yeob'],['Lee Sook Yun'],2020-03-23,2020-04-28,"Monday, Tuesday",2020,12,"An innovator in the world of artificial intelligence programming, Moon Ha Won has made quite a name for himself in the AI industry. The founder and brain behind the popular portal site, M&H, Ha Won is a man everyone knows. A man devoted to his work, everyone knows he doesn’t take what he does lightly and expects his employees to follow suit, but he’s also known as a kindhearted, rational thinker, who never gets angry and never loses his cool. An ideal man, with a soft heart, Ha Won believes that when it comes to love, having even a small fraction of his love’s heart is enough to sustain him. But that theory is put to the test when Han Seo Woo wanders into his world.A classical music recording engineer, Seo Woo hasn’t had the easiest life. With no family to support her, and no place to call home, Seo Woo has spent the majority of her life wandering and alone. Despite her difficulties, Seo Woo has managed to keep an open and optimistic mindset, believing that all things happen for a reason. Wandering down the path life has laid before her, Seo Woo soon finds herself crossing paths with Ha Won. As the two begin a journey together, they come to find that sometimes two different halves really can make a whole.(Source: Viki)","['Jung Hae In', 'Chae Soo Bin', 'Lee  Ha Na', 'Kim Sung Gyu']",26,3901000,False,"2,785건",2020-05-22
Find Me in Your Memory,그 남자의 기억법,"['Romance', 'Drama', 'Melodrama']",MBC,"['Oh Hyun Jong', 'Lee Soo Hyun']",['Kim Yoon Joo'],2020-03-18,2020-05-13,"Wednesday, Thursday",2020,32,"The story revolves around a man with hyperthymesia, a condition that gives people the ability to remember an abnormally vast amount of their life experiences in vivid detail, and a woman who has forgotten the most important moments of her life. The two people with similar scars fatefully cross paths one day and come to love each other.Jeong Hoon is an anchor of a news show which has the highest ratings. Jeong Hoon’s handsome face and perfect body figure make him look good in a suit. Unlike his gentle appearances, he becomes a tyrant all of a sudden and starts asking aggressive questions to whoever it is. Because of hyperthymesia, he remembers every single thing happening in 365 days a year ever since his childhood. He can’t forget the memory of the woman he loved, Seo Yeon, who disappeared 8 years ago. A rising star who attracts everyone’s attention, Ha Jin, appears in front of Jeong Hoon at that moment. Despite all the attention, Ha Jin doesn’t waver and keeps her confidence. However, she has a secret that her memory is fading away. The man who cannot forget and the woman whose memory is fading away. Will they be able to overcome their difficulties, understand each other, and fall in love at the end?(Source: Soompi, Viu)","['Kim Dong Wook', 'Mun Ka Young']",32,6046500,False,"2,178건",2020-05-17
Big Picture House,빅피처 하우스,"['Music', 'Romance', 'Youth', 'Drama']",Naver TV Cast,['Hong Chung Gi'],,2020-03-13,2020-04-19,"Friday, Sunday",2020,12,"""Big Picture House” is about five people who failed to debut as idols living together in a shared house, and their stories about dreams and love. It conveys the message that failure does not equal a failed life and the belief that the time and effort used in pursuit of one dream and can be used in a different way.","['Choi Jung Woo', 'Lee Seung Hyub', 'Kim Jae Hyun', 'Yuna', 'Kim Doo Ri']",20,1604900,False,10건,2020-05-12
Kingdom Season 2,킹덤 시즌 2,"['Thriller', 'Historical', 'Horror', 'Supernatural']",Netflix,"['Kim Sung Hoon', 'Park In Je']",['Kim Eun Hee'],2020-03-13,2020-03-13,Friday,2020,6,"Following the events in season one, waves of the undead threaten to reach the capital. In an attempt to save the people during the plague and regain his right to the throne, Crown Prince Lee Chang pursues Jo Hak Joo to overthrow him, while the Queen is in a race against time to produce an heir to the throne. (Source: MyDramaList) ","['Kim Sung Gyu', 'Bae Doo Na', 'Joo Ji Hoon']",26,33594800,False,"4,101건",2020-05-12
Hospital Playlist,슬기로운 의사 생활,"['Romance', 'Life', 'Drama', 'Medical']",Netflix tvN,['Shin Won Ho'],['Lee Woo Jung'],2020-03-12,2020-05-28,Thursday,2020,12,"The stories of people going through their days are seemingly ordinary but actually special at the hospital, a place known as the microcosm of life, where someone is being born and someone's life meets its ending. The five doctors are long-time friends of 20 years who started their undergrad in 1999 in the same medical school and now are colleagues in the same hospital and have a band together.(Source: Korean = Naver || Translation = YeoNiverse at MyDramaList)","['Jung Kyung Ho', 'Yoo Yeon Seok', 'Jeon Mi Do', 'Jo Jung Suk', 'Kim Dae Myung']",32,90854000,False,"11,029건",2020-05-11
Memorist,메모리스트,"['Action', 'Thriller', 'Mystery', 'Supernatural']",tvN,"['So Jae Hyun', 'Kim Hwi']","['Ahn Do Ha', 'Hwang Ha Na']",2020-03-11,2020-04-30,"Wednesday, Thursday",2020,16,"Dong Baek has an extraordinary ability. He can peer into the memories of whoever he touches. With his supernatural power, get-it-done attitude, and eye-pleasing looks, he is fervently revered worldwide as a superstar detective. However, when his punches meet with suspects before words, he can be a bit of a headache to his comrades. Starting from the age of twenty, Han Sun Mi is the youngest to have passed the bar exam, obtain a doctorate in criminal psychology, and become a senior superintendent in the police force. Having solved five cold cases that even a detective with supernatural powers couldn't do, she is a genius profiler. She has a secret that drives her to do what she does. These two highly-skilled professionals meet their match—a serial killer with abilities that transcend theirs combined. It's going to be a fight worth watching.(Source: Viu)~~ Adapted from the webtoon by Jae Hoo.","['Jo Sung Ha', 'Lee Se Young', 'Yoo Seung Ho']",26,6719300,False,"1,170건",2020-05-10
Nobody Knows,아무도 모른다,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",SBS,['Lee Jung Heum'],['Kim Eun Hyang'],2020-03-02,2020-04-21,"Monday, Tuesday",2020,16,"Detective Young Jin, from the regional investigation unit, has only one thing on her mind: to catch the 'Stigmata' serial killer that murdered her friend 19 years ago. She carries guilt and trauma over the event. She has no friends and lives alone. Her downstairs neighbor’s son, Eun Ho, has built a relationship with her ever since she moved above their apartment. He does menial house chores for her.One day,  Eun Ho seems to have fallen off the roof of their apartment building and left in a coma. Young Jin senses foul play and decides to take it upon herself to get to the bottom of it. With the help of Eun Ho’s homeroom teacher, Sun Woo, the both begin to uncover that Eun Ho’s injuries were no accident.","['Kim Seo Hyung', 'Park Hoon', 'Ryu Deok Hwan', 'Ahn Ji Ho']",32,3953500,False,"4,837건",2020-05-01
Scene Number Paran,씬넘버파란,"['Comedy', 'Romance', 'Youth']",,['Jung Sung Bin'],['Ahn Se Hwa'],2020-03-01,2020-03-08,,2020,3,"Yoon Soo, a junior mathematics major, falls in love with Bom, who’s taking the same class as him. One day, he overhears the conversation between Bom and her friends and finds out that Bom is interested in acting. So, he forms a fake film team as a way to get a chance to get closer to her. Yoon Soo bluffs about his club to Bom, which sets him up for disaster. Will he be able to get closer to Bom? What will happen to the film team?(Source: Viki)",['Jung Hyo Jun'],20,38712600,False,15건,2020-04-30
When the Weather Is Fine,날씨가 좋으면 찾아가겠어요,"['Romance', 'Life', 'Drama', 'Melodrama']",jTBC Viki,['Han Ji Seung'],['Han Ga Ram'],2020-02-24,2020-04-21,"Monday, Tuesday",2020,16,"A story about forgiveness, healing, and love taking place around a small bookstore in the countryside.Hae Won is an ordinary woman with good character. She has played the cello since she was a child. Hae Won began her social life with her ability to play the cello, but during that time, she was hurt emotionally by others. Due to that, Hae Won does not trust people, and she has closed her heart to others. Hae Won becomes sick and tired of her life in Seoul and decides to move back to her hometown Bookhyun Village. There, Hae Won meets Eun Seob, who runs a bookshop named ""Goodnight Bookstore."" Eun Seob's daily life is simple; wake up, drink coffee, read a book, and write on his blog. However, Eun Seob's daily life begins to change after he meets Hae Won.(Source: Han Cinema, AsianWiki)~~ Adapted from the novel ""When the Weather Is Fine, I'll Go to See You"" by Lee Do Woo.","['Park Min Young', 'Seo Kang Joon']",32,24630400,False,"3,753건",2020-04-24
"Hi Bye, Mama!","하이바이, 마마!","['Drama', 'Family', 'Melodrama', 'Supernatural']",Netflix tvN,['Yoo Je Won'],['Kwon Hye Joo'],2020-02-22,2020-04-19,"Saturday, Sunday",2020,16,"It's the story of a mother who died and begins a 49-day long project of reincarnation, and a husband who has barely begun to live a new life after overcoming the pain of losing his wife. Jo Kang Hwa is a skilled thoracic surgeon. After losing his wife four years ago, he had been working as a single father until he got married again two years ago. While he seems like a caring person, he does not offer a hand nor intervene when needed.","['Kim Tae Hee', 'Go Bo Gyeol', 'Lee Kyu Hyung', 'Seo Woo Jin']",26,17179700,False,"1,642건",2020-04-22
Hyena,하이에나,"['Mystery', 'Comedy', 'Law', 'Romance']",Netflix SBS,['Jang Tae Yoo'],['Kim Roo Ri'],2020-02-21,2020-04-11,"Friday, Saturday",2020,16,"'Hyena' deals with very competitive, private lawyers who only work for the richest 1% of society.  Lawyer Jung Geum Ja crosses the boundaries of law and lawlessness, justice and injustice, ethics and corruption. She is a true hyena that chases after success and money no matter what it takes. Armed with the strongest survival instincts, she endures through it all.  Yoon Hee Jae is a successful, elite lawyer. Confident in his abilities, he possesses a brilliant mind that is wrapped around his ego. Using his skills to support the highest in the land, he’s an expert at maneuvering the law to cater to their needs. ","['Kim Hye Soo', 'Joo Ji Hoon']",35,32408000,False,"7,141건",2020-04-21
The Temperature of Language: Our Nineteen,언어의 온도: 우리의 열아홉,"['Romance', 'Youth', 'Drama']",tvN vLive,,,2020-02-13,2020-04-04,"Thursday, Saturday",2020,16,"""The Temperature of Talk: Our Nineteen"" is a 'high-teen growth romance' of 11th graders, using the theme of the disappearance of the school's top student 100 days before the entrance exams.(Source: HanCinema) ","['Kang  Min Ah', 'Nam Yoon Su', 'Park Se Hyun', 'Yoo Jung Woo', 'Jin  Ji Hee', 'Joo Eo Jin']",26,18696000,False,135건,2020-04-13
Jump! Jump! Jump!,점.점.점,"['Music', 'Comedy', 'Romance']",Naver TV Cast,,,2020-02-12,2020-04-01,"Wednesday, Thursday",2020,15,"""Jump! Jump! Jump!"" follows the story of an inspiring idol, Joong Won, an idol trainee, Yuri, and their best friends 'Jae Min' and 'Hye Yun', who are also working toward their dreams. ","['Jin Ye Ju', 'Kim Chul Min', 'Dae Seul']",19,13047700,False,"1,056,202건",2020-04-12
The Cursed,방법,"['Thriller', 'Mystery', 'Horror', 'Supernatural']",tvN,['Kim Yong Wan'],['Yeon Sang Ho'],2020-02-10,2020-03-17,"Monday, Tuesday",2020,12,"Im Jin Hee is an enthusiastic reporter, out to do the right thing. She covers a violent case involving Forest, the biggest IT company in South Korea. The chairman of Forest is Jin Jong Hyun, who relies heavily on shamanism. During her investigation, Im Jin Hee learns of a spiritual consulting company that is affiliated with Forest. The head of that affiliate company is Jin Kyung. While trying to reveal the secret behind Forest, Im Jin Hee meets So Jin, who is possessed by a spirit and has a special ability.(Source: AsianWiki)","['Sung Dong Il', 'Jung Ji So', 'Uhm Ji Won', 'Jo Min Soo']",35,308881200,False,"1,394,023건",2020-04-10
